[0:00:12] ちくお: っわこらだ
[0:07:50] _こなた_: radaoIiwake radaoMansyon radaoIiwake radaoMansyon
[0:07:50] nattu__: なんでOWなんですかぁー？って
[0:07:50] Oriml1_zemm27: しゃーない
[0:07:50] こぺと: radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:51] ｸﾛｲ: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:51] tera_takan: 絶対言う
[0:07:51] ruchi_13: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:51] yossii63: ランドマークどうすんの？
[0:07:51] kizehashi888: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:51] あなりーぺに: ドッジボール飽きた？
[0:07:52] sakiritu: radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:52] ルヲフ: オーバーウォッチ誰とやるん？
[0:07:52] ayunosioyaki0223: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:53] 20070217_: 黙りおれ
[0:07:53] ta_tago: radaoIiwake radaoMansyon radaoIiwake radaoMansyon
[0:07:53] wannko10: 明日のコラボについての詳細どこでわかる？
[0:07:53] loupe_5385: 両手でOWしながら両足であぺやろ
[0:07:53] 黒い探偵: 明日大会じゃないの？
[0:07:53] ruan_mt9: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:54] 星空くん: にわかは黙らせよう
[0:07:54] lara_3o: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:54] FU_U03: radaoSekiyu
[0:07:55] どなつ: わこらだ
[0:07:56] rin_0505: ソロでカスタムいく？
[0:07:56] matchamochi117: 分身しないと
[0:07:57] dia11313: 来るわ
[0:07:57] こもり: radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:57] puengin_: わこらだ
[0:07:57] てくてくてくの: radaoOkane radaoOkane radaoOkane radaoOkane
[0:07:57] どくつる: radaoSekiyu radaoSekiyu radaoSekiyu
[0:07:57] fukanouda: おめ
[0:07:58] suga_ra: 深夜配信しよ
[0:07:59] reinoanohito2525: それだけ人生楽しめてるんだよ
[0:07:59] もねねん: 別に好きなゲームやればいいやん
[0:07:59] mikan_san: うぇい
[0:08:00] 太陽3: www
[0:08:00] hotaru3301: そんな状態でも勝つのが巨漢だろ
[0:08:00] AkabaFanta: 今日にうちにクリップ立てよう
[0:08:00] マカライト: 明日だけあぺと大会と練習禁止ワードにしとこう
[0:08:00] えびとまと: radaoIiwake radaoMansyon
[0:08:01] 福茶丸: ランドマークもぶっつけ？
[0:08:01] kamimi339: わこらだ
[0:08:01] てくてくてくの: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:08:02] s_i_i_a: 人外なんだからエペとOW同時にできるでしょ
[0:08:02] uki_1205: 今日ソロででよ
[0:08:02] ぎょろっとみかん: うぇい
[0:08:03] to_to_a: 石油王大量発生や笑
[0:08:03] ポップ: なんなら大会当日にも来る
[0:08:03] moimo_moi: radaoSekiyu radaoSekiyu radaoSekiyu radaoSekiyu
[0:08:03] poru1010: radaoIiwake radaoMansyon
[0:08:03] wed_tomato: radaoSekiyu radaoSekiyu radaoSekiyu
[0:08:04] KARAKARUMU: お前はもうビジネス陰キャ
[0:08:04] hima_norita: わこらだ
[0:08:04] shige__maru: しゃーないし
[0:08:04] rina_1113: おめおめ！
[0:08:04] mira_889: 明日のメンバーは？
[0:08:06] nasu_nonasu: radaoSekiyu radaoSekiyu radaoSekiyu
[0:08:06] peroki0531: ランドマーク確かにどうなるんやろ
[0:08:06] koronn1101: owだれとやるんすか？
[0:08:06] owlf_edamame: 好きなことしよ
[0:08:07] torafuku59: わこらだいまきたおめでとう
[0:08:07] toyaka_0325: 初見です〜わこらだー
[0:08:07] 12akina16: radaoIiwake radaoMansyon radaoIiwake radaoMansyon
[0:08:07] きのお: これはしゃーなし
[0:08:07] スペルタン: おけ。俺らが委員長
[0:08:08] sugikafunn: 今日一人でカスタムでれば？
[0:08:09] いずえいと: ハードスケジュールにしたらいけるいける
[0:08:09] ruchi_13: 雑談でも楽しい
[0:08:10] PEI_OwO_: いいよ
[0:08:11] まむにだ: radaoSekiyu radaoSekiyu radaoSekiyu radaoWakotu radaoWakotu radaoWakotu radaoWakotu radaoWakotu
[0:08:11] unknown_ra: わこらだ
[0:08:12] みつおうぎ: 雑談しよ
[0:08:12] mikan_san: そうね
[0:08:12] カズの子だよ: らだおが今やりたいゲームがめっちゃ多そう
[0:08:13] ピポ助: どっちもコラボだししゃーない
[0:08:13] pelex_dayo: 大会本番で黙らせよう
[0:08:14] ta_tago: 最近いいことあった？
[0:08:14] nton1023: わこらだ
[0:08:14] 20070217_: 元気〜？
[0:08:15] iononrada: ソロでいけないの？
[0:08:16] sakasa_n: 明日だけ禁止ワード増やしとく？
[0:08:17] sakiritu: 手4本あったろ
[0:08:18] EBImaru_0098: 暑いね
[0:08:18] _りおん: わこらだ
[0:08:19] mochimochiku: 片手OW片手あぺっしょ
[0:08:20] amara_2401: …出た｡ビジネス陰キャ
[0:08:20] ぽちゃぽちゃにゃんこ: わこらだ
[0:08:20] yasino1504: いいね
[0:08:20] seiyou_817: らつだぁの好きにしたらええよ
[0:08:20] おしゃけしゃけ: おくれたわこらだ
[0:08:21] _こなた_: うむ
[0:08:21] taito001: www
[0:08:21] 黒い探偵: うお
[0:08:21] zou_san: 20万おめ!! Cheer300
[0:08:23] dokokara_dokomade: いいね
[0:08:23] chuwann: 明日前回と同じメンバー？
[0:08:24] himasugiruhito: そっか、w
[0:08:24] yuna_aaaaaaaaa: やたー
[0:08:24] kiminonamo: いいね
[0:08:25] runa_xx1023: リスナーも気分がいいからよかった
[0:08:25] skz46_: グッズ届いたよ〜
[0:08:25] majiro_nns: 青鬼みたい
[0:08:25] hi_oyu: いいね
[0:08:26] kankitukeijyosi: ありゃとうごぜーまぁす
[0:08:26] まちばり42: 最高
[0:08:26] PEI_OwO_: よかったやんｗｗｗ
[0:08:27] kiba_1129: ソロで行くか
[0:08:28] かがりごまだれ: なにもしないんくらふとやるの？
[0:08:30] kabutogani290: もう２４時間配信生活しよう
[0:08:30] 12akina16: ソロランクする？
[0:08:30] zatti_23: わこらだ
[0:08:30] kijinrin: らだぽ貯まるし助かる
[0:08:31] pirokasugg: いいね
[0:08:31] t4ni_yuu: よし決めよう
[0:08:31] r0_0Ru_ruru: ありがたい
[0:08:33] owlf_edamame: らだ、いろいろ話して
[0:08:33] uta5213os: 幸せならokです
[0:08:34] もんじゃ焼きたべたい: そういうの楽しそうやけどな
[0:08:35] sakiritu: いいね
[0:08:35] himasugiruhito: 1時間はやばいw
[0:08:35] すいぺりあ: たすかる
[0:08:36] Miriotta: いいね
[0:08:36] たるたるたると: そんな悩むんだ
[0:08:36] shinr91: valorant
[0:08:37] Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[0:08:38] みみと: いいね
[0:08:38] yona_0724: 雑談好きだからありがたい
[0:08:39] hururun86: じゃあ一時間雑談配信？
[0:08:39] やくとみ: ラダの雑談好き
[0:08:40] yuity_: 考えすぎw
[0:08:40] tam_tam518: わこらだ
[0:08:40] みつおうぎ: 雑談配信が一番お手軽だしね
[0:08:40] こまし: どうしよっかなーの時間も良い
[0:08:40] yuriri0323: うんうん
[0:08:40] EBImaru_0098: 手元動画みたいなぁ〜
[0:08:40] ハル_ｮｮ: たすかる
[0:08:41] ポフロン: わこらだ
[0:08:41] winwindows01: いいね
[0:08:41] ゆきゆた: たすかるよ
[0:08:42] naraba_12: たすかる
[0:08:43] nightpool_NUMATA: w
[0:08:43] takumoririn: OW誰とやるの？
[0:08:43] amaebi____: 助かるよ
[0:08:44] atuono: らだぽも溜まるし
[0:08:44] シヴ: Party300
[0:08:45] 黒い探偵: いいね
[0:08:45] miluku965: グッズ届きやした
[0:08:46] なぴ22: わこらだ
[0:08:46] 週末_: 私らに無駄な時間送らせてるの？
[0:08:46] ta_tago: お
[0:08:46] yona_0724: お
[0:08:46] oootyao: 雑談配信好きよ
[0:08:46] ruan_mt9: 一生雑談して
[0:08:47] 伊丙カオル: お
[0:08:47] ruchi_13: 言質
[0:08:47] winwindows01: そういうの助かる
[0:08:47] komasannsann: なんでもええんよ
[0:08:47] たほ: たすかる
[0:08:48] nobume0v0: そんなに悩むんだね
[0:08:48] ぎょろっとみかん: お
[0:08:48] Miriotta: たすかる
[0:08:48] mikan_san: お
[0:08:48] wasabimaguroo: 誰かに祝ってもらった？
[0:08:48] pichu_0412: たすかる
[0:08:48] koshiann0804: 効率いいね
[0:08:48] nightpool_NUMATA: いいね
[0:08:48] r1n_t: お
[0:08:49] kiba_1129: 最近前と比べて配信多いよね
[0:08:49] たるたるたると: お
[0:08:49] けしごむ_: お
[0:08:49] hi_oyu: え
[0:08:49] rina_1113: たすかる
[0:08:50] ねねねい: お
[0:08:50] ルヲフ: そういうのいいね
[0:08:50] mochizk: mochizk subscribed with Prime. They've subscribed for 12 months! 
[0:08:50] ディンダン: 話してる間に決めるのいいね
[0:08:50] haru_anura: お
[0:08:50] Miriotta: お
[0:08:51] runa_xx1023: お風呂もトイレも持っていけよ
[0:08:51] rz_rilu: お
[0:08:51] jasmugi: お
[0:08:51] yuriri0323: そうそうなんでも配信してけ
[0:08:51] yui51: やってよ!
[0:08:52] Braim5286: 配信中毒になるしかねぇ
[0:08:52] numawo_: お
[0:08:52] kurutonya: お？
[0:08:52] えるとまと: わこらだ
[0:08:52] sayo____es: お
[0:08:52] ta_tago: してよー
[0:08:52] kokodayoooooooo: お
[0:08:53] kijinrin: お？
[0:08:53] bamubamu_baamu: お
[0:08:53] kazusuna: お
[0:08:53] Oriml1_zemm27: たすかる
[0:08:53] hima_norita: お
[0:08:53] あらんえむかーびぃ: 言ったな
[0:08:54] kabutogani290: お！
[0:08:54] dt_apa: 24時間配信しよ
[0:08:54] わらびモち: とどかんw
[0:08:54] sakasa_n: らだぽがつがつ貯まるからこっちも嬉しい
[0:08:54] shige__maru: お
[0:08:54] 梨一: 言質
[0:08:55] たほ: お
[0:08:55] kiminonamo: お
[0:08:55] mikan_san: 言質
[0:08:55] kokodayoooooooo: 言ったな
[0:08:56] sarami_33: いいね
[0:08:56] みみと: お
[0:08:56] n_paa: お？
[0:08:56] tunatubaki: やって
[0:08:56] こまし: 奥さんブチ切れ案件
[0:08:56] ツキミコ: 言質
[0:08:56] ayunosioyaki0223: ま？
[0:08:56] yossii63: なんの配信がいいかアンケとろ
[0:08:57] main94: 助かる
[0:08:57] dokokara_dokomade: 夏だしホラーやろー
[0:08:57] まちばり42: 全部見るよ
[0:08:57] nobume0v0: お
[0:08:57] nehar_maki: もう日常生活配信しよーぜ
[0:08:57] が_じゅ: 20万人だし20時間
[0:08:57] rina_1113: お
[0:08:57] seiyou_817: たすかる
[0:08:57] もんじゃ焼きたべたい: おお？
[0:08:58] kuirid: やろ
[0:08:58] nton1023: お
[0:08:58] sugikafunn: 夏休みがいいな
[0:08:58] koshitya0116: わこ
[0:08:58] kainn_1114: お
[0:08:58] はんなりパン: 1週間耐久？
[0:08:58] yona_0724: せめて12時間
[0:08:58] ぴなむ: して欲しい
[0:08:59] inasaku1739: 帰りの電車で考えれば
[0:08:59] yumemiruneco: わこらだ！おめでとうございます
[0:09:00] ta_tago: 見るよ
[0:09:00] a_kyasu: お
[0:09:00] はるきち02: らだおキッチンしよ
[0:09:00] 星空くん: 4ぬなよ
[0:09:01] _こなた_: 奥さんとのご飯の時間くらいとれよ
[0:09:01] かがりごまだれ: いいね！
[0:09:01] _ちむ_: わこらだ
[0:09:01] samehurai1028: まじで？
[0:09:01] hi_oyu: 夏が来るよ
[0:09:01] nameko415: 24時間耐久
[0:09:02] たるたるたると: 最長何時間？
[0:09:03] r1n_t: 言質取った
[0:09:03] yuity_: 例えば何時間？
[0:09:03] つむすけ: Cheer1000
[0:09:03] rourou_da: お
[0:09:04] t4ni_yuu: (￣･ω･￣)
[0:09:04] いずえいと: 健康が1番大事です！頑張ってください
[0:09:04] owlf_edamame: 土日にして
[0:09:05] na_narunru: 休みの日にお願い
[0:09:06] sakasa_n: はい、言質
[0:09:06] dokokara_dokomade: www
[0:09:06] seiyou_817: 言ったな！！
[0:09:07] kankitukeijyosi: おぉ
[0:09:07] ruchi_13: 汚
[0:09:07] coarinko: やってみたい？
[0:09:08] hatiti88: 若いね！
[0:09:08] 梨一: radaoBen radaoBen
[0:09:08] himasugiruhito: www
[0:09:08] こぺと: お
[0:09:08] ta_tago: wwwwwww
[0:09:08] もんじゃ焼きたべたい: www
[0:09:08] ねねねい: 11時間越え配信待ってるよ
[0:09:08] yui51: 奥さんにご迷惑が…？！
[0:09:09] pichu_0412: 奥さん構ってあげて
[0:09:09] runa_xx1023: んー我慢！
[0:09:09] unknown_ra: 気になるw
[0:09:09] ogaoga7815: 何するかよね
[0:09:10] kabutogani290: うんこ垂れ流していいよ
[0:09:10] すいぺりあ: 体爆発しそう
[0:09:11] yossii63: 20万人言ったから20時間
[0:09:11] nightpool_NUMATA: 寝言で浮気相手バレるよ？
[0:09:11] amara_2401: どんな配信でも俺は助かる
[0:09:11] wannko10: また48時間作業配信するってマジ？
[0:09:11] Braim5286: どういう癖ｗ
[0:09:11] ぴなむ: うんこもしてよ
[0:09:11] aina___10812: aina___10812 is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 2 in the channel! 
[0:09:12] amaebi____: おおお
[0:09:12] たるたるたると: ＢＥＮ
[0:09:12] ティナさん: 汚
[0:09:12] miluku965: らだおキッチンしない？
[0:09:12] rina_1113: 草wwwww
[0:09:12] ta_tago: radaoBen radaoBen radaoBen radaoBen radaoBen
[0:09:12] charosenpai: テント生活ですか？
[0:09:12] samehurai1028: 言質
[0:09:12] deeno_vl: ボトルでしろ
[0:09:12] aina___10812: aina___10812 gifted a Tier 1 sub to janreno369! 
[0:09:13] 週末_: まき散らしとけ
[0:09:13] そおお: 84時間配信しよ
[0:09:13] kuuuuuuuuchan: おい
[0:09:13] nton1023: www
[0:09:13] らるとす_99: っw
[0:09:13] ruan_mt9: 便秘の日にやろう
[0:09:13] huku_mm0v0: やめて
[0:09:13] ここねり: radaoBen radaoBen radaoBen
[0:09:13] kankitukeijyosi: うれちい
[0:09:13] 20070217_: ホラー系やって欲しいなー
[0:09:13] norika0710: 我慢しよ
[0:09:13] Oriml1_zemm27: どんな癖？w
[0:09:13] ame_ume: 私もグッズ届いた〜ありがとう
[0:09:14] runa_xx1023: 我慢！
[0:09:14] _ほたる_: ？
[0:09:14] tera_takan: ？？
[0:09:14] もねねん: 夏休み待ってる
[0:09:14] 0to___: おめ！！！
[0:09:15] ゆきゆた: 体調と奥さんとの時間と相談してな
[0:09:15] やくとみ: 長時間配信期待
[0:09:15] mochimochiku: 例えば何百時間ですか？
[0:09:15] kalpiswota: うんこと奥さんどっちが先？
[0:09:15] x_milmake_x: わこらだ
[0:09:15] みどふぃ: ミュートして
[0:09:16] sugikafunn: wwwwwwww
[0:09:16] furutto110: わこらだ
[0:09:16] ごり之すけ: 情けなくぶちまけろ
[0:09:17] itoido: わこらだおめでとー
[0:09:17] nattu__: じゃあ配信終わったらうんこってこと？
[0:09:17] nasucasan: 青鬼人狼はもうしない？
[0:09:17] hotaru3301: おむつして
[0:09:18] amiamimanzu: www
[0:09:18] ゆう77: radaoBen radaoBen
[0:09:18] zatti_23: またコラボ見たいなー
[0:09:18] 蛍_: ゲームの方？
[0:09:18] 星空くん: 24時間うんこ待機
[0:09:18] foxy1003: 排泄音待ってます
[0:09:19] ディンダン: www
[0:09:19] subaru_41: radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro radaoKonro
[0:09:19] hi_oyu: 情けなく漏らせ
[0:09:19] すいぺりあ: wwww
[0:09:20] nekomaccha: 汚い
[0:09:20] amaebi____: きったな
[0:09:20] mikan_san: 情けなく撒き散らせ
[0:09:20] esuteru_03: 草
[0:09:21] あなりーぺに: らっでぁ最高配信時間どのぐらい？
[0:09:21] koshitya0116: 草
[0:09:21] こまし: これから配信閉じるたびに思い出すからほんとにやめて
[0:09:21] 黒い探偵: らだずキッチン楽しみに
[0:09:21] marimoko6231: www
[0:09:21] soumen652: 無様に巻き散らせ
[0:09:21] yona_0724: 夏休み待ってる
[0:09:21] winwindows01: うんこまん
[0:09:22] s_i_i_a: どんな癖だよww
[0:09:22] nameko415: いいよ
[0:09:22] あきのねちゃん: 漏らすかミュートしましょ
[0:09:22] 0to___: わこらだ！！
[0:09:22] miimii1225: きたない
[0:09:22] shinichan227: 100万人いったら10時間配信しよ
[0:09:23] ichigomilk_252: おい
[0:09:23] rourou_da: www
[0:09:23] 香屋丸: 体大事にしてくれよな
[0:09:23] ディンダン: そうなん？
[0:09:23] 針猫: わこらだ
[0:09:23] かみまろ: wwwwwwwww
[0:09:24] runa_xx1023: くっさ
[0:09:24] seiyou_817: きたない
[0:09:24] ぱんだぁぁぁ: wwwwww
[0:09:24] ichigomilk_252: www
[0:09:24] 天然水の水: らっだぁのASMR聞きたいんやけど
[0:09:25] furutto110: radaoBen
[0:09:25] samehurai1028: 草
[0:09:25] karo_rainasyuu: くさいよ
[0:09:26] ici1411: 草
[0:09:26] itoido: 情けなく巻き散らせ
[0:09:26] sakiritu: 20万人だから20時間配信だよな！！！！！！
[0:09:26] そおお: うんコストップが入る
[0:09:26] ryope10: じゃあ配信できないじゃん
[0:09:26] 0to___: わこらだおめらだ！！
[0:09:26] koshitya0116: 臭
[0:09:27] uiui0103: おい
[0:09:27] miluku965: くさ
[0:09:27] yona_0724: くっさ
[0:09:27] tomo__04: 💩
[0:09:27] yuna_aaaaaaaaa: 分かっちまうじゃん
[0:09:28] ruu_ha: いいよ
[0:09:28] koronn1101: ○○全クリするまで終われません的な配信しよ
[0:09:28] rina_1113: 頑張れwwwww
[0:09:28] EBImaru_0098: 漏らしてく精神で
[0:09:28] kankitukeijyosi: うんぴ
[0:09:28] kokodayoooooooo: ww
[0:09:29] ゆう77: wwww
[0:09:29] himasugiruhito: ごオムツwwww
[0:09:29] 黒い探偵: いいよ
[0:09:30] dokokara_dokomade: ww
[0:09:30] matchamochi117: トイレ配信
[0:09:30] oyasai_rc: 配信閉じたらうんこってことですね
[0:09:30] dia11313: バチかますか
[0:09:30] 梨一: いいよ
[0:09:30] ta_tago: いいよ
[0:09:31] タベルノスキー: わこらだ
[0:09:31] toyaka_0325: ミュートしてトイレ持って入ろ
[0:09:31] surumeika8964: 絶食しよう
[0:09:31] hururun86: 瓶でしよう
[0:09:31] すいぺりあ: オムツ配信して
[0:09:31] foxy1003: いいよ
[0:09:32] たほ: いいよ
[0:09:32] kuirid: うんこ
[0:09:32] ましぃ: いいよ
[0:09:32] uiui0103: くっさ
[0:09:32] ゆう77: いいよ
[0:09:32] ruchi_13: wwwwww
[0:09:32] nekomaccha: 汚いぞ
[0:09:32] nightpool_NUMATA: うんこも音と共に垂れ流せ
[0:09:33] roy_rag: www
[0:09:33] dt_apa: 情け無く撒き散らせ
